Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
EAI.DELL.CT2,Gennode,MLC,0.49,0.44,0.36,0.18,0.27,0.16,-0.36,-0.77,-0.47,-0.66,-0.54,-0.66,-0.54,-0.37,-0.59,-0.35,-0.45,-0.41,0.06,0.44,0.34,0.4,0.57,0.6
EAI.DELL.ST3,Gennode,MLC,0.49,0.44,0.36,0.18,0.27,0.16,-0.36,-0.77,-0.47,-0.66,-0.54,-0.66,-0.54,-0.37,-0.59,-0.35,-0.45,-0.41,0.06,0.44,0.34,0.4,0.57,0.6
EAI.DR.BIGRST,Gennode,MLC,0.8,0.75,0.76,0.46,0.56,0.7,0.1,0.65,-0.07,-0.18,-0.18,-0.27,-0.24,-0.04,-0.3,-0.01,0.03,0.2,0.65,1.19,0.87,0.91,1,0.97
EAI.DR.OIS,Gennode,MLC,0.09,-0.35,-0.49,-0.53,-0.5,-1.51,-1.62,-5.15,-1.57,-1.8,-1.4,-1.87,-1.3,-1.05,-1.31,-1.33,-1.76,-2.31,-2.09,-2.34,-1.78,-1.56,-1.52,-0.86
EAI.EAILD,Loadzone,MLC,0.1,-0.32,-0.46,-0.53,-0.46,-1.41,-1.62,-5.21,-1.62,-1.82,-1.38,-1.82,-1.23,-0.97,-1.24,-1.23,-1.57,-2.14,-1.95,-2.19,-1.66,-1.43,-1.34,-0.73
EAI.EAILD.RLA,Loadzone,MLC,0.1,-0.32,-0.46,-0.53,-0.46,-1.41,-1.62,-5.21,-1.62,-1.82,-1.39,-1.82,-1.23,-0.97,-1.24,-1.23,-1.57,-2.14,-1.95,-2.19,-1.66,-1.43,-1.34,-0.73
EAI.EAMP_1.AZ,Hub,MLC,0.09,-0.35,-0.5,-0.55,-0.49,-1.46,-1.66,-5.36,-1.65,-1.87,-1.43,-1.88,-1.26,-1,-1.27,-1.27,-1.62,-2.2,-2.01,-2.27,-1.72,-1.5,-1.41,-0.78
EAI.ELDORA.ARR,Hub,MLC,-0.71,-1.3,-1.38,-1.34,-1.45,-3.16,-2.69,-8.04,-2.49,-2.61,-2.05,-2.73,-2.05,-1.86,-2.1,-2.23,-3.18,-4.16,-3.89,-4.31,-3.23,-2.85,-2.89,-1.98
EAI.HASKL1.ARR,Hub,MLC,-0.42,-1.02,-1.18,-1.12,-0.96,-2.34,-2.51,-8.23,-2.46,-2.67,-2.02,-2.62,-1.74,-1.39,-1.68,-1.71,-2.27,-3.19,-3.18,-3.92,-2.9,-2.52,-2.43,-1.44
EAI.H_SPR1_CT1,Gennode,MLC,-0.85,-1.51,-1.64,-1.55,-1.41,-3.07,-3.11,-9.9,-3.03,-3.25,-2.45,-3.1,-2.1,-1.75,-1.98,-2.04,-2.75,-3.84,-3.88,-4.8,-3.54,-3.07,-2.95,-1.86
EAI.H_SPR1_CT2,Gennode,MLC,-0.85,-1.51,-1.64,-1.55,-1.41,-3.07,-3.11,-9.9,-3.03,-3.25,-2.45,-3.1,-2.1,-1.75,-1.98,-2.04,-2.75,-3.84,-3.88,-4.8,-3.54,-3.07,-2.95,-1.86
EAI.H_SPR1_ST,Gennode,MLC,-0.85,-1.51,-1.64,-1.55,-1.41,-3.07,-3.11,-9.9,-3.03,-3.25,-2.45,-3.1,-2.1,-1.75,-1.98,-2.04,-2.75,-3.84,-3.88,-4.8,-3.54,-3.07,-2.95,-1.86
EAI.INDEPEND1,Gennode,MLC,0.25,-0.2,-0.4,-0.44,-0.28,-1.13,-1.46,-4.84,-1.54,-1.82,-1.35,-1.8,-1.15,-0.8,-1.15,-1.12,-1.33,-1.88,-1.76,-2.03,-1.52,-1.33,-1.24,-0.59
EAI.INDEPEND2,Gennode,MLC,0.22,-0.21,-0.4,-0.44,-0.3,-1.14,-1.5,-4.97,-1.58,-1.86,-1.37,-1.8,-1.15,-0.81,-1.14,-1.1,-1.32,-1.88,-1.77,-2.07,-1.55,-1.34,-1.24,-0.59
EAI.JONSCWL,Loadzone,MLC,0.73,0.41,0.21,0.11,0.21,-0.27,-0.77,-2.76,-0.92,-1.12,-0.75,-1.04,-0.64,-0.35,-0.77,-0.71,-0.79,-1.07,-0.82,-0.76,-0.61,-0.53,-0.47,-0.09
EAI.LK_CATH4,Gennode,MLC,-0.76,-1.41,-1.55,-1.45,-1.29,-2.9,-3.02,-9.8,-2.96,-3.16,-2.38,-3.02,-2.03,-1.66,-1.92,-1.95,-2.63,-3.7,-3.75,-4.65,-3.43,-2.99,-2.87,-1.78
EAI.LYNCH2.ARR,Hub,MLC,0.07,-0.44,-0.64,-0.64,-0.48,-1.49,-1.79,-6.02,-1.79,-2.01,-1.49,-1.95,-1.2,-0.85,-1.19,-1.16,-1.45,-2.14,-2.13,-2.63,-1.99,-1.72,-1.61,-0.81
EAI.MABELV.ARR,Hub,MLC,-0.63,-1.24,-1.42,-1.37,-1.19,-2.67,-2.86,-9.15,-2.84,-3.1,-2.33,-2.93,-1.92,-1.54,-1.76,-1.8,-2.33,-3.33,-3.43,-4.26,-3.15,-2.71,-2.55,-1.51
EAI.NLRLD,Loadzone,MLC,0.14,-0.37,-0.58,-0.59,-0.44,-1.43,-1.71,-5.74,-1.68,-1.88,-1.39,-1.84,-1.12,-0.78,-1.13,-1.11,-1.38,-2.05,-2.01,-2.47,-1.87,-1.63,-1.54,-0.77
EAI.NLR_1.AZ,Hub,MLC,0.12,-0.4,-0.6,-0.61,-0.46,-1.47,-1.74,-5.84,-1.72,-1.92,-1.42,-1.88,-1.15,-0.81,-1.15,-1.13,-1.41,-2.09,-2.05,-2.52,-1.91,-1.66,-1.57,-0.79
EAI.OMLP_1.AZ,Hub,MLC,0.69,0.72,0.7,0.43,0.49,0.59,-0.05,0.28,-0.17,-0.4,-0.35,-0.38,-0.37,-0.19,-0.38,-0.1,-0.16,0.02,0.65,1.12,0.82,0.84,1.01,0.9
EAI.PBENRGY_CT,Gennode,MLC,-0.81,-1.46,-1.6,-1.47,-1.2,-2.96,-3.26,-10.2,-3.08,-3.46,-2.59,-3.25,-2.13,-1.67,-1.86,-1.9,-2.53,-3.54,-3.59,-4.53,-3.34,-2.89,-2.71,-1.5
EAI.PBENRGY_ST,Gennode,MLC,-0.8,-1.45,-1.59,-1.46,-1.19,-2.95,-3.24,-10.16,-3.07,-3.45,-2.58,-3.24,-2.12,-1.66,-1.85,-1.89,-2.52,-3.52,-3.57,-4.51,-3.32,-2.87,-2.7,-1.49
EAI.PLUM1_MEUC,Gennode,MLC,-0.68,-0.88,-0.97,-1.07,-0.94,-1.75,-2.01,-5.32,-1.97,-2.26,-1.76,-2.23,-1.74,-1.51,-1.52,-1.41,-1.84,-2.28,-1.96,-2.09,-1.46,-1.16,-0.93,-0.59
EAI.PLUM2_MEUC,Gennode,MLC,-0.68,-0.88,-0.97,-1.07,-0.94,-1.75,-2.01,-5.32,-1.97,-2.26,-1.76,-2.23,-1.74,-1.51,-1.52,-1.41,-1.84,-2.28,-1.96,-2.09,-1.46,-1.16,-0.93,-0.59
EAI.PLUMPT,Gennode,MLC,-0.68,-0.88,-0.97,-1.07,-0.94,-1.75,-2.01,-5.32,-1.97,-2.26,-1.76,-2.23,-1.74,-1.51,-1.52,-1.41,-1.84,-2.28,-1.96,-2.09,-1.46,-1.16,-0.93,-0.59
EAI.PLUM_1C,Gennode,MLC,-0.68,-0.88,-0.97,-1.07,-0.94,-1.75,-2.01,-5.32,-1.97,-2.26,-1.76,-2.23,-1.74,-1.51,-1.52,-1.41,-1.84,-2.28,-1.96,-2.09,-1.46,-1.16,-0.93,-0.59
EAI.PLUM_PPEA,Gennode,MLC,-0.68,-0.88,-0.97,-1.07,-0.94,-1.75,-2.01,-5.32,-1.97,-2.26,-1.76,-2.23,-1.74,-1.51,-1.52,-1.41,-1.84,-2.28,-1.96,-2.09,-1.46,-1.16,-0.93,-0.59
EAI.REMMEL123,Gennode,MLC,-0.76,-1.41,-1.55,-1.45,-1.29,-2.9,-3.02,-10.23,-3.12,-3.34,-2.53,-3.05,-2.03,-1.66,-1.92,-1.95,-2.63,-3.7,-3.75,-4.65,-3.43,-2.99,-2.87,-1.78
EAI.RITCH3.ARR,Hub,MLC,0.81,0.91,0.77,0.59,0.65,0.7,0.25,0.9,0.12,-0.17,-0.23,-0.36,-0.29,-0.09,-0.31,0.01,0.12,0.25,0.76,1.3,0.9,0.79,0.87,0.85
EAI.SEARCY,Gennode,MLC,0.78,0.45,0.25,0.17,0.3,-0.13,-0.52,-1.99,-0.71,-1.58,-1.32,-2.07,-1.32,-0.88,-1.19,-1.12,-0.9,-1.08,-0.73,-0.7,-0.57,-0.52,-0.49,-0.03
EAI.SHRDN1.ARR,Hub,MLC,-0.71,-1.34,-1.52,-1.44,-1.23,-2.76,-2.96,-9.49,-2.93,-3.2,-2.4,-3.01,-1.97,-1.56,-1.8,-1.82,-2.39,-3.44,-3.57,-4.47,-3.29,-2.84,-2.68,-1.61
EAI.SHRDN2.ARR,Hub,MLC,-0.71,-1.34,-1.52,-1.44,-1.23,-2.76,-2.96,-9.49,-2.93,-3.2,-2.4,-3.01,-1.97,-1.56,-1.8,-1.82,-2.39,-3.44,-3.57,-4.47,-3.29,-2.84,-2.68,-1.61
EAI.SHRDN3.ARR,Hub,MLC,-0.71,-1.34,-1.52,-1.44,-1.23,-2.76,-2.96,-9.49,-2.93,-3.2,-2.4,-3.01,-1.97,-1.56,-1.8,-1.82,-2.39,-3.44,-3.57,-4.47,-3.29,-2.84,-2.68,-1.61
EAI.STUTTGART,Gennode,MLC,0.42,0.31,0.16,0.06,0.17,-0.2,-0.56,-1.6,-0.53,-1.27,-1.4,-1.92,-1.37,-1.07,-1.05,-0.63,-0.39,-0.15,0.38,0.57,0.15,0,0.07,0.29
EAI.UPS1_CT1,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS1_CT2,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS1_ST,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS2_CT1,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS2_CT2,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS2_ST,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS3_CT1,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS3_CT2,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS3_ST,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS4_CT1,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS4_CT2,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.UPS4_ST,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.WHBLF.ARR,Hub,MLC,-0.72,-1.34,-1.54,-1.44,-1.17,-2.68,-2.98,-9.55,-2.96,-3.26,-2.44,-3.05,-1.94,-1.48,-1.72,-1.71,-2.24,-3.3,-3.5,-4.45,-3.28,-2.82,-2.64,-1.53
EAI.WH_BLUFF1,Gennode,MLC,-0.84,-1.51,-1.72,-1.59,-1.29,-2.86,-3.18,-10.21,-3.17,-3.47,-2.6,-3.22,-2.03,-1.54,-1.8,-1.77,-2.34,-3.48,-3.76,-4.83,-3.55,-3.05,-2.86,-1.69
EAI.WH_BLUFF2,Gennode,MLC,-1.22,-2,-2.26,-2.04,-1.57,-3.4,-3.83,-12.27,-3.82,-4.17,-3.13,-3.83,-2.37,-1.69,-1.95,-1.91,-2.52,-3.97,-4.5,-5.94,-4.35,-3.73,-3.5,-2.11
EAI.WMULDLD,Loadzone,MLC,1.12,1.28,1.13,0.87,0.91,1.14,0.57,1.75,0.34,0.2,0.13,0.08,0.03,0.28,0.03,0.35,0.52,0.7,1.21,1.75,1.24,1.13,1.23,1.16
EAI.WMULD_1.AZ,Hub,MLC,1.11,1.27,1.12,0.87,0.91,1.14,0.57,1.74,0.34,0.2,0.12,0.07,0.03,0.28,0.04,0.36,0.52,0.71,1.22,1.75,1.23,1.13,1.23,1.16
EAI.WODLN1.ARR,Hub,MLC,-0.28,-0.84,-1.02,-0.98,-0.82,-2.09,-2.3,-7.58,-2.25,-2.46,-1.88,-2.44,-1.6,-1.25,-1.56,-1.57,-2.07,-2.92,-2.9,-3.56,-2.64,-2.3,-2.21,-1.27
EAI.WSTMMP.ARR,Hub,MLC,0.88,1.04,0.91,0.68,0.72,0.87,0.31,1,0.07,-0.08,-0.08,-0.14,-0.14,0.07,-0.15,0.16,0.27,0.36,0.79,1.35,0.99,0.93,1.07,1.03
EAI.WTBLF5.ARR,Hub,MLC,-0.72,-1.36,-1.55,-1.45,-1.19,-2.69,-2.98,-9.57,-2.97,-3.26,-2.45,-3.04,-1.95,-1.49,-1.74,-1.73,-2.26,-3.33,-3.53,-4.49,-3.31,-2.85,-2.67,-1.56
EDE,Interface,MLC,-2.38,-3.29,-3.34,-3.71,-4.07,-7.48,-6.83,-20.67,-6.62,-7.11,-5.42,-6.41,-4.67,-4.49,-3.73,-4.57,-6.1,-8.23,-8.04,-9.75,-7.26,-6.34,-5.91,-4.46
EDE.PLUM,Gennode,MLC,-0.68,-0.88,-0.97,-1.07,-0.94,-1.75,-2.01,-5.32,-1.97,-2.26,-1.76,-2.23,-1.74,-1.51,-1.52,-1.41,-1.84,-2.28,-1.96,-2.09,-1.46,-1.16,-0.93,-0.59
EES.ABBEVILLE,Loadzone,MLC,1.05,0.78,0.79,0.75,0.74,1.06,1.79,6.73,2.72,3.36,2.38,2.42,1.42,1.08,0.29,0.39,0.23,0.51,1.39,3.18,2.62,2.11,1.55,1.29
EES.ACAD2_CT1,Gennode,MLC,0.38,0,0.03,0.04,0.03,-0.2,0.47,2.45,1.24,1.71,1.15,1.02,0.44,0.19,-0.43,-0.42,-0.8,-0.82,-0.18,1.05,1.1,0.81,0.35,0.39
EES.ACAD2_CT2,Gennode,MLC,0.38,0,0.03,0.04,0.03,-0.2,0.47,2.45,1.24,1.71,1.15,1.02,0.44,0.19,-0.43,-0.42,-0.8,-0.82,-0.18,1.05,1.1,0.81,0.35,0.39
EES.ACAD2_ST,Gennode,MLC,0.38,0,0.03,0.04,0.03,-0.2,0.47,2.45,1.24,1.71,1.15,1.02,0.44,0.19,-0.43,-0.42,-0.8,-0.82,-0.18,1.05,1.1,0.81,0.35,0.39
EES.ACADA1.ARR,Hub,MLC,0.38,0,0.03,0.04,0.03,-0.2,0.47,2.45,1.24,1.71,1.15,1.02,0.44,0.19,-0.43,-0.42,-0.8,-0.82,-0.18,1.05,1.1,0.81,0.35,0.39
EES.ACADA2.ARR,Hub,MLC,0.38,0,0.03,0.04,0.03,-0.2,0.47,2.45,1.24,1.71,1.15,1.02,0.44,0.19,-0.43,-0.42,-0.8,-0.82,-0.18,1.05,1.1,0.81,0.35,0.39
EES.AIRLIN.ARR,Hub,MLC,0.88,0.77,0.67,0.63,0.65,1.07,1.71,6.66,2.36,3.07,2.26,2.45,1.52,1.29,0.53,0.82,0.8,0.64,1.08,2.43,2.03,1.61,1.25,1.07
EES.AIRLIQ_GEI,Gennode,MLC,0.8,0.67,0.58,0.55,0.56,0.87,1.47,5.84,2.1,2.74,2,2.16,1.31,1.09,0.37,0.62,0.56,0.81,1.38,2.79,2.28,1.81,1.45,1.24
EES.AIRLIQ_PNC,Gennode,MLC,1.43,1.03,0.98,0.9,0.77,0.89,1.89,6.19,2.53,2.9,2.05,2.06,1.16,0.76,0.05,0.04,-0.24,-0.09,1.04,2.85,2,1.5,0.8,0.7
EES.AXIALL,Gennode,MLC,-0.03,-0.56,-0.55,-0.5,-0.55,-1.27,-0.34,-0.13,0.29,0.55,0.27,-0.01,-0.31,-0.52,-1.01,-1.13,-1.75,-2.12,-1.39,-0.54,-0.28,-0.39,-0.86,-0.5
EES.AXLPLQ,Gennode,MLC,0.66,0.49,0.41,0.39,0.4,0.6,1.21,5.07,1.85,2.44,1.72,1.74,0.97,0.77,0.1,0.31,0.17,0.38,0.94,2.23,1.91,1.52,1.15,0.99
EES.BASFVFW,Gennode,MLC,1.26,0.86,0.82,0.75,0.62,0.63,1.61,5.33,2.22,2.56,1.79,1.75,0.95,0.59,-0.1,-0.13,-0.46,-0.39,0.67,2.34,1.64,1.19,0.53,0.52
EES.BASTAP.ARR,Hub,MLC,-0.16,-0.51,-0.63,-0.63,-0.68,-1.66,-1.22,-3.08,-0.94,-1.03,-0.91,-1.36,-1.12,-1.06,-1.4,-1.37,-2,-2.49,-2.04,-1.83,-1.33,-1.19,-1.3,-0.82
EES.BASTP1.ARR,Hub,MLC,-0.16,-0.51,-0.63,-0.63,-0.68,-1.66,-1.22,-3.08,-0.94,-1.03,-0.91,-1.36,-1.12,-1.06,-1.4,-1.37,-2,-2.49,-2.04,-1.83,-1.33,-1.19,-1.3,-0.82
EES.BASTR1.ARR,Hub,MLC,-0.29,-0.68,-0.79,-0.77,-0.83,-1.91,-1.46,-3.81,-1.17,-1.24,-1.06,-1.54,-1.25,-1.17,-1.5,-1.49,-2.17,-2.73,-2.32,-2.19,-1.6,-1.42,-1.52,-0.99
EES.BASTR2.ARR,Hub,MLC,-0.29,-0.68,-0.79,-0.77,-0.83,-1.91,-1.46,-3.81,-1.17,-1.24,-1.06,-1.54,-1.25,-1.17,-1.5,-1.49,-2.17,-2.73,-2.32,-2.19,-1.6,-1.42,-1.52,-0.99
EES.BGTEL1.ARR,Hub,MLC,0.81,0.68,0.59,0.56,0.58,0.93,1.56,6.15,2.18,2.9,2.14,2.33,1.44,1.22,0.47,0.75,0.7,0.89,1.43,2.84,2.31,1.83,1.46,1.25
EES.BRAZLD,Loadzone,MLC,1.23,0.63,0.58,0.51,0.36,0.23,1.82,6.21,2.67,2.97,1.86,1.76,0.84,0.24,-0.44,-0.78,-1.42,-1.41,0.18,2.12,0.98,0.31,-0.71,-0.7
EES.BRAZ_1.AZ,Hub,MLC,1.14,0.53,0.47,0.41,0.26,0.07,1.65,5.73,2.53,2.83,1.75,1.65,0.76,0.17,-0.5,-0.85,-1.5,-1.52,0.05,1.94,0.84,0.18,-0.83,-0.79
EES.BRTNY1.ARR,Hub,MLC,0.74,0.61,0.53,0.5,0.52,0.8,1.39,5.63,2.03,2.66,1.93,2.06,1.24,1.01,0.3,0.55,0.46,0.7,1.26,2.63,2.18,1.73,1.37,1.17
EES.BRTNY2.ARR,Hub,MLC,0.74,0.61,0.53,0.5,0.52,0.8,1.39,5.63,2.03,2.66,1.93,2.06,1.24,1.01,0.3,0.55,0.46,0.7,1.26,2.63,2.18,1.73,1.37,1.17
EES.BURAS.ARR,Hub,MLC,1.3,1.26,1.14,1.09,1.1,1.87,2.56,8.97,2.98,3.8,2.85,3.21,2.12,2.09,1.21,1.64,1.66,1.93,2.22,3.51,2.76,2.2,1.8,1.6
EES.BXTRW5.ARR,Hub,MLC,-0.36,-0.61,-0.72,-0.69,-0.67,-1.36,-0.9,-1.57,-0.46,-0.43,-0.48,-0.77,-0.75,-0.76,-1.09,-0.99,-1.46,-1.78,-1.35,-0.85,-0.49,-0.46,-0.58,-0.34
EES.BXTRWL.ARR,Hub,MLC,-0.36,-0.61,-0.72,-0.69,-0.67,-1.36,-0.9,-1.57,-0.46,-0.43,-0.48,-0.77,-0.75,-0.76,-1.09,-0.99,-1.46,-1.78,-1.35,-0.85,-0.49,-0.46,-0.58,-0.34
EES.BXWSN2.ARR,Hub,MLC,-0.32,-0.55,-0.66,-0.64,-0.62,-1.26,-0.78,-1.14,-0.32,-0.26,-0.35,-0.63,-0.66,-0.69,-1.03,-0.92,-1.37,-1.65,-1.2,-0.65,-0.33,-0.32,-0.45,-0.24
EES.CALCAS1_CT,Gennode,MLC,0.31,-0.17,-0.16,-0.15,-0.22,-0.73,0.17,1.29,0.78,1.07,0.66,0.46,0.03,-0.2,-0.74,-0.83,-1.36,-1.61,-0.84,0.19,0.24,0.06,-0.44,-0.19
EES.CALCAS2_CT,Gennode,MLC,0.31,-0.17,-0.16,-0.15,-0.22,-0.73,0.17,1.29,0.78,1.07,0.66,0.46,0.03,-0.2,-0.74,-0.83,-1.36,-1.61,-0.84,0.19,0.24,0.06,-0.44,-0.19
EES.CALDWEL.AZ,Hub,MLC,3.21,2.87,2.86,2.64,2.4,3.5,5.16,16.35,6.16,6.68,4.53,4.96,3.1,2.33,1.3,1.08,0.94,1.7,3.59,6.76,4.17,3.06,1.77,0.94
EES.CALDWELL,Loadzone,MLC,3.21,2.87,2.86,2.64,2.4,3.5,5.16,16.35,6.16,6.68,4.53,4.96,3.1,2.33,1.3,1.08,0.94,1.7,3.59,6.76,4.17,3.06,1.77,0.94
EES.CARV_A,Gennode,MLC,0.41,0.21,0.14,0.13,0.17,0.21,0.82,4,1.51,2.07,1.47,1.53,0.85,0.65,-0.01,0.2,0,0.12,0.65,1.82,1.59,1.26,0.93,0.82
EES.CARV_BC,Gennode,MLC,0.41,0.21,0.14,0.13,0.17,0.21,0.82,4,1.51,2.07,1.47,1.53,0.85,0.65,-0.01,0.2,0,0.12,0.65,1.82,1.59,1.26,0.93,0.82
EES.CC.ACAD2,Gennode,MLC,0.38,0,0.03,0.04,0.03,-0.2,0.47,2.45,1.24,1.71,1.15,1.02,0.44,0.19,-0.43,-0.42,-0.8,-0.82,-0.18,1.05,1.1,0.81,0.35,0.39
EES.CC.JWL_1,Gennode,MLC,0.2,-0.02,-0.12,-0.08,-0.03,-0.02,0.76,3.82,1.35,2.58,2.14,2.36,1.46,1.29,0.52,0.84,0.71,0.87,1.33,2.58,2.05,1.52,1.12,1.03
EES.CC.JWL_2,Gennode,MLC,0.2,-0.02,-0.12,-0.08,-0.03,-0.02,0.76,3.82,1.34,2.57,2.14,2.36,1.46,1.29,0.52,0.84,0.71,0.87,1.33,2.58,2.04,1.52,1.12,1.03
EES.CC.LKCHAR,Gennode,MLC,-0.6,-1.24,-1.22,-1.12,-1.13,-2.22,-1.17,-2.51,-0.46,-0.26,-0.36,-0.73,-0.84,-1.02,-1.44,-1.61,-2.4,-2.97,-2.3,-1.71,-1.12,-1.12,-1.55,-1.05
EES.CC.MCPS1,Gennode,MLC,-0.19,-0.99,-1.04,-0.99,-1.03,-2.06,-0.46,-0.67,0.36,0.58,0.07,-0.16,-0.49,-0.96,-1.45,-1.85,-2.79,-3.28,-1.94,-0.78,-1.17,-1.59,-2.49,-1.97
EES.CC.MCPS2,Gennode,MLC,-0.2,-0.99,-1.04,-0.99,-1.03,-2.06,-0.46,-0.68,0.36,0.58,0.07,-0.17,-0.49,-0.97,-1.45,-1.85,-2.79,-3.28,-1.94,-0.78,-1.17,-1.59,-2.49,-1.97
EES.CC.NINEM6,Gennode,MLC,0.76,0.64,0.53,0.52,0.56,0.97,1.73,6.72,2.22,3.04,2.25,2.49,1.6,1.59,0.81,1.18,0.98,0.89,1.08,2.02,1.69,1.26,0.88,0.89
EES.CC.NOPS,Gennode,MLC,0.97,1.18,1.1,0.9,0.88,1.41,2.06,7.13,2.39,3.09,2.37,2.78,1.89,1.85,1,1.45,1.44,1.68,1.55,2.71,2.24,1.81,1.39,1.36
EES.CNWAY2.ARR,Hub,MLC,0.77,0.64,0.56,0.53,0.54,0.84,1.45,5.8,2.08,2.74,2,2.16,1.31,1.09,0.36,0.62,0.55,0.78,1.33,2.72,2.23,1.76,1.41,1.2
EES.COLY1.ARR,Hub,MLC,0.28,0.08,0,0,0.04,0,0.62,3.37,1.28,1.71,1.14,1.18,0.62,0.43,-0.16,0.02,-0.18,0,0.57,1.8,1.58,1.24,0.91,0.79
EES.CONC,Gennode,MLC,0.27,-0.34,-0.37,-0.36,-0.41,-1.02,0.24,1.58,1.05,1.31,0.78,0.54,0.04,-0.31,-0.87,-1,-1.63,-1.93,-0.89,0.42,0.26,-0.01,-0.62,-0.42
EES.CONCECO,Gennode,MLC,0.27,-0.34,-0.37,-0.36,-0.41,-1.02,0.24,1.58,1.05,1.31,0.78,0.54,0.04,-0.31,-0.87,-1,-1.63,-1.93,-0.89,0.42,0.26,-0.01,-0.62,-0.42
EES.CONCPK,Gennode,MLC,0.27,-0.34,-0.37,-0.36,-0.41,-1.02,0.24,1.58,1.05,1.31,0.78,0.54,0.04,-0.31,-0.87,-1,-1.63,-1.93,-0.89,0.42,0.26,-0.01,-0.62,-0.42
EES.CONCSUP,Gennode,MLC,0.27,-0.34,-0.37,-0.36,-0.41,-1.02,0.24,1.58,1.05,1.31,0.78,0.54,0.04,-0.31,-0.87,-1,-1.63,-1.93,-0.89,0.42,0.26,-0.01,-0.62,-0.42
EES.CONWAY.ARR,Hub,MLC,0.77,0.64,0.56,0.53,0.54,0.84,1.45,5.8,2.08,2.74,2,2.16,1.31,1.09,0.36,0.62,0.55,0.78,1.33,2.72,2.23,1.76,1.41,1.2
EES.CTEAU2.ARR,Hub,MLC,0.86,0.68,0.59,0.57,0.61,1.04,1.83,7.22,2.62,3.5,2.61,2.87,1.94,1.77,0.89,1.21,1.17,1.5,2.15,3.95,3.09,2.47,1.96,1.64
EES.CYPRESS1CT,Gennode,MLC,0.4,-0.1,-0.1,-0.1,-0.19,-0.73,0.21,1.23,0.79,1.03,0.61,0.37,-0.03,-0.27,-0.81,-0.92,-1.49,-1.75,-0.91,0.15,0.13,-0.08,-0.59,-0.33
